strength,date,Unnamed: 2,filename
1094,2020-11-23,2020-11-16,AR_LIST_2020.11.16_00:00:00.txt
1137,2020-11-22,2020-11-16,AR_LIST_2020.11.16_12:00:00.txt
1589,2020-11-23,2020-11-17,AR_LIST_2020.11.17_00:00:00.txt
1931,2020-11-22,2020-11-17,AR_LIST_2020.11.17_12:00:00.txt
2024,2020-11-23,2020-11-18,AR_LIST_2020.11.18_00:00:00.txt
2124,2020-11-22,2020-11-18,AR_LIST_2020.11.18_12:00:00.txt
2169,2020-11-23,2020-11-19,AR_LIST_2020.11.19_00:00:00.txt
2122,2020-11-22,2020-11-19,AR_LIST_2020.11.19_12:00:00.txt
2034,2020-11-23,2020-11-20,AR_LIST_2020.11.20_00:00:00.txt
2164,2020-11-22,2020-11-20,AR_LIST_2020.11.20_12:00:00.txt
2025,2020-11-23,2020-11-21,AR_LIST_2020.11.21_00:00:00.txt
2303,2020-11-22,2020-11-21,AR_LIST_2020.11.21_12:00:00.txt
1935,2020-11-23,2020-11-22,AR_LIST_2020.11.22_00:00:00.txt
1749,2020-11-22,2020-11-22,AR_LIST_2020.11.22_12:00:00.txt
796,2020-11-23,2020-11-23,AR_LIST_2020.11.23_00:00:00.txt
347,2020-11-23,2020-11-23,AR_LIST_2020.11.23_12:00:00.txt
41,2020-11-24,2020-11-24,AR_LIST_2020.11.24_00:00:00.txt
431,2020-12-20,2020-12-13,AR_LIST_2020.12.13_00:00:00.txt
819,2020-12-19,2020-12-13,AR_LIST_2020.12.13_12:00:00.txt
915,2020-12-20,2020-12-14,AR_LIST_2020.12.14_00:00:00.txt
899,2020-12-19,2020-12-14,AR_LIST_2020.12.14_12:00:00.txt
963,2020-12-20,2020-12-15,AR_LIST_2020.12.15_00:00:00.txt
908,2020-12-19,2020-12-15,AR_LIST_2020.12.15_12:00:00.txt
849,2020-12-20,2020-12-16,AR_LIST_2020.12.16_00:00:00.txt
750,2020-12-19,2020-12-16,AR_LIST_2020.12.16_12:00:00.txt
596,2020-12-20,2020-12-17,AR_LIST_2020.12.17_00:00:00.txt
460,2020-12-19,2020-12-17,AR_LIST_2020.12.17_12:00:00.txt
419,2020-12-20,2020-12-18,AR_LIST_2020.12.18_00:00:00.txt
244,2020-12-20,2020-12-18,AR_LIST_2020.12.18_12:00:00.txt
296,2020-12-20,2020-12-19,AR_LIST_2020.12.19_00:00:00.txt
148,2020-12-20,2020-12-19,AR_LIST_2020.12.19_12:00:00.txt
178,2020-12-20,2020-12-20,AR_LIST_2020.12.20_00:00:00.txt
3,2020-12-20,2020-12-20,AR_LIST_2020.12.20_12:00:00.txt
